Parcel,Plot,Common Name,Treatment,4yr_survival,FAM
SCG,SCG_TN1_GA1,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN1_GA1,White Pine,acre,1,Population Enrichment
SCG,SCG_TN1_GA1,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN1_GA1,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN1_GA1,Black Cherry,acre,1,Population Enrichment
SCG,SCG_TN1_GA1,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN1_GA1,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA1,Bigtooth Aspen,acre,1,Population Enrichment
SCG,SCG_TN1_GA1,White Pine,acre,1,Population Enrichment
SCG,SCG_TN1_GA1,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA1,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN1_GA1,Bitternut Hickory,acre,0,Range Expansion
SCG,SCG_TN1_GA1,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN1_GA1,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA1,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA1,Eastern Hemlock,acre,0,Population Enrichment
SCG,SCG_TN1_GA1,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN1_GA1,Bitternut Hickory,acre,0,Range Expansion
SCG,SCG_TN1_GA1,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Bigtooth Aspen,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Black Birch,acre,0,Range Expansion
SCG,SCG_TN1_GA2,White Pine,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN1_GA2,White Pine,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Bigtooth Aspen,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,White Pine,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Black Birch,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Black Birch,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,White Pine,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Eastern Hemlock,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Bitternut Hickory,acre,0,Range Expansion
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Bitternut Hickory,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Black Cherry,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Eastern Hemlock,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Bigtooth Aspen,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Red Oak,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Black Birch,acre,0,Range Expansion
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Black Birch,acre,1,Range Expansion
SCG,SCG_TN1_GA2,White Pine,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Bigtooth Aspen,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Black Birch,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Red Oak,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Bigtooth Aspen,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,White Pine,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Bitternut Hickory,acre,0,Range Expansion
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Black Birch,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Eastern Hemlock,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Black Birch,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Red Oak,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Red Oak,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Bitternut Hickory,acre,0,Range Expansion
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,White Pine,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Bigtooth Aspen,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,White Pine,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Black Birch,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Eastern Hemlock,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Eastern Hemlock,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Black Birch,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Red Spruce,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Bitternut Hickory,acre,0,Range Expansion
SCG,SCG_TN1_GA2,White Pine,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Eastern Hemlock,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Bitternut Hickory,acre,0,Range Expansion
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Bigtooth Aspen,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,White Pine,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Black Birch,acre,0,Range Expansion
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Black Cherry,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Black Birch,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Eastern Hemlock,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Bitternut Hickory,acre,0,Range Expansion
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,White Pine,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Eastern Hemlock,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,White Pine,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Bigtooth Aspen,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Red Oak,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Black Birch,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Black Birch,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Black Cherry,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,White Pine,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Black Birch,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Bitternut Hickory,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,White Pine,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Bitternut Hickory,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Black Birch,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Bigtooth Aspen,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Black Birch,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Bitternut Hickory,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,White Pine,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Black Birch,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Eastern Hemlock,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Red Oak,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Eastern Hemlock,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Bitternut Hickory,acre,0,Range Expansion
SCG,SCG_TN1_GA2,White Pine,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,White Pine,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Black Birch,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,White Pine,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Eastern Hemlock,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Bitternut Hickory,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Black Birch,acre,1,Range Expansion
SCG,SCG_TN1_GA2,White Pine,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Bitternut Hickory,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Bigtooth Aspen,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,White Pine,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Black Cherry,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Black Birch,acre,0,Range Expansion
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Black Birch,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Red Oak,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Bigtooth Aspen,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,White Pine,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Red Oak,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Bitternut Hickory,acre,0,Range Expansion
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Black Birch,acre,0,Range Expansion
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,White Pine,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Black Birch,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Bigtooth Aspen,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Black Cherry,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Black Cherry,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Black Cherry,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Red Oak,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Eastern Hemlock,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,White Pine,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Red Spruce,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Red Spruce,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Red Oak,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Black Birch,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Black Birch,acre,1,Range Expansion
SCG,SCG_TN1_GA2,White Pine,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Bigtooth Aspen,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Bigtooth Aspen,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Black Birch,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Bitternut Hickory,acre,0,Range Expansion
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,White Pine,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,White Pine,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Bigtooth Aspen,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Eastern Hemlock,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Black Birch,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,White Pine,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Eastern Hemlock,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Black Birch,acre,0,Range Expansion
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Bigtooth Aspen,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Black Birch,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Bitternut Hickory,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Black Cherry,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Red Oak,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,White Pine,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Eastern Hemlock,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Bigtooth Aspen,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Black Birch,acre,1,Range Expansion
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Black Birch,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Red Oak,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Black Cherry,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Bitternut Hickory,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,White Pine,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Bitternut Hickory,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Bigtooth Aspen,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Black Birch,acre,0,Range Expansion
SCG,SCG_TN1_GA2,White Pine,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Black Birch,acre,1,Range Expansion
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Red Oak,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Bitternut Hickory,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Black Birch,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Black Cherry,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Eastern Hemlock,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,1,Range Expansion
SCG,SCG_TN1_GA2,Black Cherry,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Eastern Hemlock,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,White Pine,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Red Oak,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Bigtooth Aspen,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,White Pine,acre,0,Population Enrichment
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Bitternut Hickory,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Black Birch,acre,0,Range Expansion
SCG,SCG_TN1_GA2,B3F3 Chestnut,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Black Birch,acre,0,Range Expansion
SCG,SCG_TN1_GA2,Red Spruce,acre,1,Population Enrichment
SCG,SCG_TN1_GA2,Red Oak,acre,0,Population Enrichment
